Timestep,PersonID,X,Y
0,18,602.5,347.0
0,17,493.5,396.0
0,16,479.5,299.0
0,15,196.5,101.5
0,14,475.5,14.0
0,13,17.5,67.5
0,12,421.5,85.5
0,11,405.0,439.5
0,10,203.5,467.0
0,9,142.0,372.0
0,8,427.5,128.0
0,7,479.0,198.0
0,6,387.5,248.0
0,5,93.0,241.5
0,4,579.5,24.5
0,3,147.5,328.0
0,2,262.0,461.0
0,1,258.0,328.5
10,23,548.5,287.5
10,22,598.0,263.0
10,21,160.0,73.5
10,20,180.0,66.5
10,19,339.5,311.0
10,16,478.5,299.0
10,15,186.0,86.0
10,14,475.5,14.5
10,12,421.5,84.5
10,10,203.5,467.0
10,9,142.5,371.5
10,8,427.5,128.5
10,7,484.0,198.5
10,6,388.5,249.0
10,5,96.5,238.5
10,4,578.0,25.0
10,3,147.5,328.5
10,2,260.5,460.0
10,1,259.5,326.5
20,24,24.5,304.0
20,22,595.0,263.0
20,15,185.0,85.5
20,14,474.0,13.5
20,10,203.5,467.0
20,9,143.5,371.5
20,7,483.0,199.0
20,6,390.5,249.0
20,5,96.5,239.0
20,4,578.0,25.5
20,3,147.0,328.5
20,2,259.5,459.5
20,1,260.0,325.5
30,10,203.0,466.5
30,9,143.0,372.0
30,7,483.5,197.5
30,6,394.0,248.5
30,5,98.0,238.5
30,4,578.0,25.5
30,3,147.0,327.5
30,2,258.5,460.0
30,1,261.0,325.0
40,10,203.0,466.5
40,6,396.0,248.0
40,5,99.0,238.0
40,4,578.0,25.5
40,2,258.0,460.0
40,1,262.0,324.0
50,16,477.5,299.0
50,12,421.5,85.0
50,10,203.0,466.5
50,6,397.0,247.5
50,5,101.5,237.5
50,4,577.5,25.5
50,2,258.0,460.0
50,1,265.0,324.0
60,16,477.0,300.0
60,12,421.5,84.5
60,10,203.0,466.5
60,6,397.5,247.0
60,5,102.5,237.0
60,4,577.0,25.5
60,2,259.0,460.0
60,1,266.5,323.5
70,25,493.0,397.0
70,12,421.0,84.5
70,10,203.0,466.5
70,9,144.0,375.5
70,6,398.0,247.5
70,5,103.5,236.5
70,4,577.0,25.5
70,3,147.5,328.5
70,2,258.5,460.0
70,1,267.5,323.5
80,25,493.0,397.0
80,12,421.0,84.5
80,10,203.0,466.5
80,6,399.0,247.0
80,5,104.0,235.0
80,4,576.5,25.5
80,3,147.0,329.0
80,2,257.5,460.0
80,1,268.0,323.5
90,27,23.0,325.0
90,25,493.0,397.0
90,12,421.0,83.5
90,10,203.0,466.5
90,6,401.0,247.0
90,5,104.5,233.5
90,4,576.5,25.5
90,3,147.0,329.5
90,2,258.0,459.5
90,1,270.0,322.0
100,27,24.0,316.5
100,25,493.0,397.0
100,12,421.0,83.5
100,10,203.0,466.5
100,6,402.5,247.5
100,5,105.5,232.5
100,4,576.0,25.5
100,3,147.0,330.0
100,2,258.0,459.5
100,1,269.5,321.0
110,27,23.5,328.5
110,25,493.0,397.0
110,12,421.5,83.5
110,10,203.0,466.5
110,5,105.0,231.5
110,4,575.5,25.5
110,3,147.0,330.0
110,2,257.5,459.5
110,1,269.5,320.0
120,25,492.0,397.0
120,10,202.5,466.5
120,5,104.5,231.5
120,4,575.5,25.5
120,2,256.0,459.5
120,1,270.0,317.5
130,25,491.5,397.5
130,10,202.5,466.5
130,5,105.0,231.0
130,4,576.0,25.5
130,2,255.0,460.0
130,1,270.5,316.0
140,25,492.0,397.5
140,10,202.5,466.5
140,5,105.0,229.5
140,4,575.5,25.5
140,2,255.0,460.0
140,1,271.5,314.0
150,25,491.5,397.5
150,10,202.5,466.5
150,5,106.5,229.0
150,4,575.5,25.5
150,2,256.0,460.0
150,1,272.0,310.5
160,36,473.5,304.5
160,10,202.5,466.0
160,5,108.0,228.0
160,4,575.5,26.0
160,2,255.0,460.0
160,1,273.5,308.5
170,36,473.5,305.0
170,5,109.0,227.5
170,4,575.5,26.0
170,2,253.5,460.0
170,1,274.0,304.5
180,36,473.5,305.0
180,5,110.5,227.0
180,4,575.5,26.0
180,2,251.0,460.0
180,1,275.0,303.5
190,40,149.0,330.0
190,36,474.0,305.0
190,25,492.0,396.5
190,5,111.0,227.0
190,4,575.5,26.0
190,2,252.0,459.5
190,1,275.0,302.0
200,42,586.5,257.5
200,40,148.0,329.5
200,25,492.0,396.5
200,5,112.5,227.0
200,4,575.5,26.5
200,2,249.0,459.5
200,1,277.0,301.0
210,44,608.0,165.5
210,42,584.0,257.5
210,40,145.5,327.5
210,25,492.0,397.5
210,5,113.5,227.0
210,4,574.5,27.5
210,2,246.5,460.0
210,1,278.0,300.0
220,50,182.5,86.0
220,48,201.5,465.0
220,44,608.5,164.5
220,42,582.5,255.0
220,40,145.0,328.5
220,25,492.0,396.5
220,5,114.5,227.0
220,4,573.5,28.0
220,2,244.5,460.0
220,1,279.5,300.0
230,50,183.0,86.0
230,48,202.0,465.0
230,40,142.0,328.5
230,25,492.0,396.5
230,5,115.0,227.5
230,4,573.5,28.5
230,2,243.5,460.0
230,1,281.5,298.5
240,48,201.0,465.0
240,40,143.0,328.0
240,5,115.5,227.5
240,2,246.0,459.5
240,1,282.5,298.5
250,54,471.0,311.5
250,48,201.0,465.0
250,40,144.0,327.5
250,5,116.0,227.5
250,2,247.0,459.5
250,1,283.0,298.0
260,54,471.5,312.0
260,48,200.5,465.0
260,40,143.0,326.5
260,5,116.5,227.0
260,2,247.0,459.5
260,1,284.0,297.0
270,54,472.0,311.5
270,48,200.5,464.0
270,40,141.5,327.0
270,5,118.0,227.0
270,2,248.5,459.5
270,1,284.5,295.5
280,54,470.5,312.0
280,40,139.5,326.5
280,5,119.0,227.0
280,2,248.0,459.0
280,1,286.0,293.5
290,58,347.0,319.5
290,57,309.5,348.0
290,54,469.0,312.5
290,40,138.5,327.5
290,5,120.0,226.5
290,2,247.5,459.0
290,1,287.0,291.5
300,61,342.0,403.5
300,58,347.0,319.5
300,57,309.5,347.5
300,54,468.0,313.5
300,40,138.5,326.0
300,5,120.5,226.5
300,2,247.0,459.0
300,1,288.5,289.5
310,63,324.0,306.5
310,61,340.0,403.0
310,58,347.0,319.5
310,57,309.0,348.5
310,54,471.0,313.5
310,40,137.0,325.0
310,5,120.0,226.0
310,2,247.0,459.0
310,1,290.5,287.0
320,61,339.5,403.0
320,58,347.0,320.5
320,57,309.5,348.5
320,40,137.0,319.5
320,5,120.0,226.0
320,2,246.5,459.0
320,1,291.5,284.5
330,67,571.5,29.0
330,61,338.5,404.0
330,58,347.0,320.0
330,40,137.0,317.0
330,5,120.0,226.0
330,2,247.0,459.5
330,1,293.0,282.5
340,67,570.5,29.5
340,62,143.0,45.0
340,61,339.0,403.5
340,58,346.5,321.5
340,40,137.0,315.5
340,5,119.5,225.0
340,2,247.5,458.5
340,1,295.0,282.5
350,72,271.5,51.5
350,61,340.0,403.5
350,58,347.0,322.0
350,40,137.0,316.5
350,5,120.5,225.5
350,2,248.5,459.0
350,1,296.0,282.0
360,58,347.5,321.5
360,57,305.0,345.5
360,40,137.5,317.0
360,5,121.0,225.5
360,2,247.0,458.5
360,1,298.0,280.5
370,58,347.5,321.5
370,57,302.5,343.5
370,40,137.5,319.5
370,5,121.0,225.5
370,2,246.5,458.5
370,1,298.5,278.5
380,58,347.0,321.5
380,57,302.0,343.5
380,40,137.0,318.0
380,5,120.5,225.0
380,2,245.5,458.5
380,1,299.0,278.5
390,58,347.5,321.0
390,57,302.0,345.5
390,40,136.5,317.0
390,5,121.5,226.0
390,2,247.5,459.0
390,1,299.5,278.5
400,58,347.5,321.0
400,57,301.5,346.5
400,40,136.0,319.0
400,5,127.5,226.5
400,2,248.0,459.0
400,1,300.0,277.5
410,58,347.5,321.0
410,57,302.0,346.0
410,40,135.0,320.5
410,5,124.5,226.0
410,2,248.0,459.0
410,1,300.5,276.5
420,58,348.0,322.0
420,57,301.5,346.0
420,40,134.5,320.5
420,5,123.5,226.0
420,2,247.0,459.0
420,1,301.5,276.0
430,58,348.5,321.5
430,40,135.5,319.5
430,5,123.0,226.0
430,2,247.5,459.0
430,1,302.5,275.0
440,58,348.5,320.0
440,40,135.0,318.5
440,5,124.0,226.0
440,2,248.5,459.0
440,1,303.5,274.0
450,82,175.0,59.0
450,58,348.5,322.0
450,5,124.0,226.0
450,2,248.0,459.0
450,1,305.5,271.5
460,82,174.5,51.5
460,58,349.0,322.5
460,5,124.5,226.0
460,2,249.0,459.5
460,1,307.0,268.5
470,82,172.5,50.5
470,5,124.5,226.5
470,2,248.0,459.5
470,1,310.0,266.0
480,82,171.5,53.5
480,5,123.0,226.5
480,2,247.0,459.5
480,1,311.5,264.0
490,82,171.0,56.0
490,5,122.5,226.5
490,2,247.0,459.5
490,1,312.5,263.0
500,82,172.0,55.0
500,5,122.5,226.5
500,2,247.0,459.5
500,1,313.5,261.5
510,82,171.5,57.0
510,5,122.5,226.5
510,2,247.0,459.5
510,1,314.5,261.0
520,82,171.0,57.5
520,5,122.0,226.5
520,2,247.0,459.5
520,1,315.5,260.0
530,82,170.0,57.0
530,5,122.0,226.5
530,2,247.5,459.5
530,1,316.5,260.0
540,82,171.0,57.5
540,5,122.0,226.5
540,2,248.5,459.5
540,1,317.0,259.5
550,82,166.5,50.5
550,5,121.5,226.5
550,2,248.5,459.5
550,1,317.5,259.0
560,82,165.5,48.5
560,5,122.0,226.0
560,2,248.0,460.0
560,1,319.5,259.0
570,5,121.5,226.0
570,2,248.0,460.0
570,1,321.0,258.5
580,5,122.0,225.5
580,2,248.0,460.0
580,1,322.5,256.5
590,5,121.5,225.5
590,2,248.0,460.0
590,1,323.5,256.0
600,2,248.5,460.0
600,1,325.5,253.5
610,2,249.5,460.0
610,1,326.5,252.0
620,2,251.5,460.0
620,1,328.0,250.0
630,99,396.5,178.0
630,2,253.5,460.0
630,1,329.5,248.5
640,99,394.5,181.0
640,2,252.0,460.0
640,1,331.0,247.0
650,99,392.5,182.5
650,2,252.5,460.0
650,1,333.5,245.5
660,102,623.5,309.0
660,101,589.0,310.0
660,99,390.0,184.0
660,2,247.5,459.5
660,1,335.5,243.0
670,102,623.0,309.0
670,101,585.5,310.0
670,2,245.0,459.5
670,1,337.5,242.5
680,104,122.5,226.0
680,102,622.5,309.5
680,101,583.0,309.0
680,2,244.0,459.5
680,1,339.5,243.0
690,105,201.0,463.5
690,104,122.0,226.5
690,101,581.0,309.0
690,2,243.5,459.5
690,1,340.5,243.5
700,105,200.0,464.0
700,104,122.5,226.0
700,101,578.0,309.5
700,2,243.5,459.5
700,1,342.0,243.5
710,105,200.0,464.0
710,104,122.5,226.0
710,101,576.0,310.0
710,2,243.0,459.5
710,1,344.0,243.0
720,110,375.0,171.0
720,105,200.5,464.5
720,104,122.0,224.5
720,102,621.5,311.5
720,101,574.5,310.5
720,2,243.0,459.5
720,1,345.0,243.5
730,110,371.5,169.0
730,105,201.0,464.5
730,102,621.0,311.5
730,101,573.5,311.0
730,2,245.5,459.5
730,1,346.5,243.0
740,110,368.5,169.0
740,105,201.0,464.5
740,101,572.5,311.5
740,2,248.0,459.5
740,1,347.5,242.5
750,114,99.0,286.0
750,110,366.0,168.5
750,105,200.5,464.5
750,101,572.5,312.0
750,2,249.0,459.5
750,1,349.0,242.5
760,110,363.0,168.0
760,105,200.5,464.5
760,101,571.0,312.5
760,2,250.0,459.5
760,1,351.5,239.0
770,116,572.0,36.0
770,105,200.5,464.5
770,101,571.0,313.0
770,2,250.0,460.0
770,1,354.0,234.5
780,117,346.0,321.0
780,116,572.0,35.5
780,105,200.5,464.5
780,2,251.0,459.5
780,1,355.0,235.0
790,118,125.0,224.0
790,117,346.0,321.0
790,116,571.0,35.5
790,114,101.0,286.5
790,105,200.5,464.5
790,2,250.5,459.5
790,1,356.5,234.0
800,117,346.0,321.0
800,116,571.0,35.5
800,114,102.0,286.5
800,110,350.5,167.5
800,105,200.5,464.0
800,2,250.0,460.5
800,1,359.5,233.0
810,116,571.5,35.0
810,110,348.0,167.5
810,105,200.5,464.0
810,2,251.0,460.5
820,116,571.5,35.0
820,105,200.5,464.0
820,2,251.5,460.5
830,105,200.5,464.5
830,2,252.0,460.5
840,121,618.0,205.5
840,105,201.5,464.5
840,2,247.0,460.5
850,121,618.5,204.5
850,105,201.5,464.5
850,2,244.5,460.5
860,116,571.0,34.0
860,105,201.5,465.0
860,2,242.5,460.0
870,116,571.5,34.5
870,105,201.5,465.0
870,2,242.5,460.0
880,125,374.5,231.0
880,116,571.5,34.5
880,105,201.5,465.0
880,2,244.0,460.0
890,129,614.5,313.5
890,125,377.5,231.0
890,105,201.5,465.0
890,2,242.5,460.0
900,129,613.0,313.0
900,125,377.5,230.5
900,105,201.5,465.0
900,2,243.0,460.0
910,125,378.0,229.5
910,105,201.5,465.0
910,2,244.5,460.0
920,125,378.5,228.5
920,105,201.5,464.5
920,2,246.0,460.0
930,125,380.5,228.0
930,105,201.5,464.5
930,2,247.0,460.0
940,125,385.0,226.5
940,105,201.5,465.0
940,2,247.0,460.0
950,133,350.5,404.0
950,105,201.5,465.0
950,2,248.0,460.0
960,105,201.5,464.0
960,2,243.5,460.0
970,105,201.5,464.0
970,2,242.0,460.0
980,125,394.5,222.0
980,105,201.5,464.0
980,2,241.5,460.0
990,125,396.0,221.5
990,105,201.5,464.0
990,2,241.5,460.0
1000,125,397.0,222.5
1000,105,201.5,464.0
1000,2,242.0,460.0
1010,144,299.5,154.0
1010,143,350.5,403.5
1010,125,398.5,222.0
1010,105,201.5,464.0
1010,2,242.0,460.0
1020,144,297.0,153.5
1020,143,350.5,404.0
1020,125,400.5,222.5
1020,105,201.5,464.0
1020,2,241.5,460.0
1030,144,294.5,154.5
1030,143,350.5,404.0
1030,125,401.5,222.5
1030,105,201.5,464.0
1030,2,241.0,460.0
1040,146,126.0,361.5
1040,144,291.0,156.5
1040,143,351.0,405.0
1040,125,403.5,220.5
1040,105,201.5,464.0
1040,2,241.5,460.0
1050,146,126.0,361.5
1050,144,288.0,154.5
1050,143,351.0,405.0
1050,125,405.0,219.5
1050,105,202.0,464.0
1050,2,242.0,460.0
1060,152,122.5,227.0
1060,146,125.0,370.0
1060,144,285.5,154.0
1060,143,351.0,405.0
1060,125,408.0,216.0
1060,105,202.0,464.0
1060,2,242.5,460.0
1070,152,123.0,224.5
1070,147,147.5,274.0
1070,146,125.5,374.0
1070,144,285.0,159.0
1070,143,351.0,405.0
1070,125,409.5,215.5
1070,105,202.5,464.5
1070,2,242.5,460.0
1080,152,124.0,226.5
1080,147,148.5,275.0
1080,146,129.0,375.0
1080,144,281.5,155.5
1080,143,351.0,405.0
1080,125,411.5,215.5
1080,105,202.5,464.5
1080,2,241.5,460.0
1090,152,123.5,226.5
1090,147,149.0,275.0
1090,146,129.0,375.0
1090,144,279.5,153.0
1090,143,351.0,404.5
1090,125,413.0,215.5
1090,105,202.0,464.5
1090,2,241.5,460.0
1100,152,123.0,226.5
1100,146,129.0,375.0
1100,144,278.0,150.5
1100,143,350.5,405.0
1100,125,414.5,215.0
1100,105,202.0,464.5
1100,2,239.0,460.0
1110,152,123.5,227.0
1110,144,276.5,150.0
1110,143,350.5,405.0
1110,125,417.0,215.0
1110,105,202.5,465.0
1110,2,240.5,460.0
1120,152,122.0,226.0
1120,144,274.5,151.5
1120,143,351.0,405.0
1120,125,418.5,214.5
1120,105,202.0,465.0
1120,2,242.0,460.0
1130,152,121.5,225.5
1130,144,273.0,149.5
1130,143,351.0,405.0
1130,105,202.0,465.0
1130,2,242.5,460.0
1140,152,122.0,225.0
1140,144,270.5,153.0
1140,143,351.0,405.0
1140,105,202.0,465.0
1140,2,239.5,460.0
1150,152,121.5,224.0
1150,144,267.5,153.5
1150,143,351.0,404.5
1150,105,202.0,465.0
1150,2,239.0,460.0
1160,159,195.0,336.5
1160,152,122.5,225.0
1160,146,130.5,367.5
1160,144,265.0,154.0
1160,143,351.0,404.5
1160,125,428.0,214.5
1160,105,202.0,465.0
1160,2,239.0,460.5
1170,159,197.0,338.0
1170,143,351.0,404.5
1170,125,430.0,214.0
1170,105,202.0,464.5
1170,2,238.5,460.5
1180,159,199.5,339.0
1180,143,351.5,405.0
1180,125,430.0,214.0
1180,105,202.0,464.5
1180,2,238.5,460.5
1190,143,352.0,405.0
1190,125,428.5,213.0
1190,2,241.0,460.5
1200,143,352.0,405.0
1200,125,429.5,212.0
1210,143,352.0,405.0
1210,125,430.5,210.5
1220,143,352.0,405.0
1220,125,432.5,210.0
1230,164,175.5,266.0
1230,143,352.0,405.0
1230,125,434.5,209.0
1240,167,235.0,346.5
1240,143,352.0,405.0
1250,171,312.0,340.0
1250,167,237.0,348.5
1250,143,352.0,405.0
1260,171,312.0,339.5
1260,143,352.0,405.0
1270,143,352.0,405.0
1280,143,352.0,405.0
1300,174,611.0,467.0
1310,174,611.5,467.0
1320,176,243.5,460.0
1330,176,242.5,459.5
1340,181,303.0,327.5
1340,176,242.0,460.0
1350,181,303.0,327.0
1350,178,182.0,163.0
1350,177,138.0,165.0
1350,176,242.0,460.0
1350,174,612.5,467.0
1360,181,303.0,326.5
1360,178,181.0,166.5
1360,177,139.0,169.5
1360,174,612.0,466.5
1370,188,218.0,131.5
1370,181,303.0,325.5
1370,178,182.5,168.5
1370,177,140.0,170.0
1370,174,612.0,466.5
1380,188,216.5,131.5
1380,181,302.5,325.0
1380,178,185.0,170.5
1380,177,141.0,172.0
1390,190,545.5,149.5
1390,188,215.0,131.0
1390,181,302.5,325.0
1390,178,187.0,168.5
1390,177,142.0,172.5
1400,191,465.5,193.5
1400,188,214.0,130.0
1400,181,303.0,325.0
1400,178,188.0,169.5
1400,177,142.5,170.0
1410,195,238.5,460.5
1410,194,210.0,259.0
1410,188,212.5,131.0
1410,181,303.0,323.5
1410,178,186.5,170.0
1410,177,144.0,170.0
1420,197,386.0,361.0
1420,188,211.5,129.5
1420,181,302.0,322.5
1420,178,186.5,171.0
1420,177,146.5,171.5
1430,199,401.0,249.5
1430,198,351.0,404.0
1430,197,386.0,362.0
1430,188,209.5,125.5
1430,177,147.0,169.5
1440,200,358.0,142.0
1440,198,352.0,404.5
1440,197,385.5,362.0
1440,191,468.5,191.5
1440,177,146.5,169.5
1450,200,357.0,145.0
1450,198,352.0,404.5
1450,197,386.0,362.0
1450,194,216.5,260.5
1450,191,469.5,191.5
1460,200,360.0,147.5
1460,198,352.5,404.5
1460,197,387.0,361.5
1460,194,226.5,262.0
1460,191,473.5,191.5
1470,204,201.5,464.5
1470,203,244.0,460.0
1470,198,352.5,404.5
1470,197,386.0,361.5
1470,194,223.5,261.0
1470,191,474.5,191.0
1480,204,202.5,464.5
1480,203,243.0,459.5
1480,198,352.5,404.0
1480,197,385.5,361.5
1480,194,223.5,261.0
1480,191,475.0,190.0
1490,204,204.0,465.0
1490,203,244.0,460.0
1490,198,352.5,404.5
1490,197,385.5,362.0
1490,194,227.0,262.0
1490,191,475.5,189.5
1500,206,122.5,362.0
1500,204,203.0,465.0
1500,203,244.5,460.0
1500,198,352.5,404.5
1500,197,384.5,361.5
1500,194,226.0,254.0
1500,191,477.0,188.0
1510,204,203.0,465.0
1510,203,244.5,460.0
1510,198,352.5,404.5
1510,197,383.0,361.5
1520,204,203.0,464.5
1520,203,244.5,460.0
1520,198,352.0,404.5
1520,197,382.0,360.5
1530,204,203.0,464.5
1530,203,244.5,460.5
1530,198,352.0,404.5
1530,197,381.5,360.0
1540,204,202.5,465.0
1540,203,244.0,460.5
1540,198,352.5,405.0
1540,197,380.5,359.5
1550,204,202.5,465.0
1550,203,244.0,460.5
1550,198,351.5,405.0
1550,197,380.5,360.0
1560,204,202.5,465.5
1560,198,352.5,405.0
1560,197,378.5,360.5
1570,204,203.0,465.5
1570,198,353.0,405.0
1570,197,378.5,360.5
1580,211,162.5,164.0
1580,204,203.0,465.0
1580,198,353.0,405.0
1580,197,378.0,360.0
1590,211,163.5,163.5
1590,204,202.5,465.0
1590,198,353.0,405.0
1590,197,378.0,359.5
1600,214,493.0,181.5
1600,211,165.5,163.5
1600,204,203.0,465.0
1600,198,352.5,405.5
1600,197,377.0,359.5
1610,214,494.5,181.5
1610,211,166.5,161.0
1610,198,353.5,405.5
1610,197,375.5,360.0
1620,211,168.5,160.0
1620,198,353.0,405.0
1620,197,374.5,360.0
1630,219,255.5,251.5
1630,211,170.5,161.0
1630,198,353.5,405.5
1630,197,374.5,359.5
1640,222,612.5,444.0
1640,219,257.0,250.5
1640,198,352.5,405.5
1640,197,374.0,360.5
1650,222,611.0,444.0
1650,219,259.0,250.0
1650,214,498.0,176.0
1650,198,352.5,405.5
1650,197,374.0,360.5
1660,222,612.0,443.5
1660,221,221.5,166.5
1660,219,257.0,249.5
1660,214,499.0,173.0
1660,198,352.5,405.5
1660,197,373.5,360.5
1670,224,182.0,100.0
1670,222,612.0,441.5
1670,214,500.0,171.5
1670,198,352.5,405.5
1670,197,372.5,361.0
1680,224,180.5,99.0
1680,222,612.5,442.5
1680,214,502.5,171.0
1680,198,351.5,405.5
1680,197,373.0,357.5
1690,222,613.0,443.0
1690,214,506.0,172.0
1690,198,351.0,405.5
1700,227,486.0,288.5
1700,225,204.0,465.5
1700,222,613.0,442.5
1700,219,254.5,247.0
1700,214,507.5,171.0
1700,198,350.5,405.5
1710,229,244.5,459.5
1710,228,492.0,401.0
1710,227,486.0,288.5
1710,225,204.0,465.5
1710,222,612.0,441.0
1710,219,256.0,245.5
1710,214,509.5,169.5
1710,198,350.5,405.5
1720,229,244.5,459.5
1720,227,486.0,289.0
1720,225,204.0,465.5
1720,222,611.0,441.0
1720,219,257.5,244.5
1720,214,510.5,169.5
1720,198,350.5,405.5
1730,232,619.5,343.5
1730,229,244.5,460.0
1730,227,486.0,288.5
1730,225,204.0,465.5
1730,222,609.5,442.5
1730,219,258.5,243.5
1730,214,511.0,169.0
1730,198,350.5,405.5
1740,233,567.5,329.5
1740,232,619.0,343.0
1740,229,245.0,460.0
1740,227,486.0,288.5
1740,225,204.0,465.5
1740,222,610.0,444.0
1740,219,259.5,238.0
1740,214,510.5,168.5
1740,198,350.5,405.5
1750,236,311.0,233.0
1750,235,306.0,402.5
1750,234,354.0,226.0
1750,233,565.0,329.5
1750,232,618.5,343.0
1750,229,245.0,460.0
1750,227,486.0,288.5
1750,225,204.0,465.5
1750,222,610.0,444.5
1750,219,260.5,239.0
1750,214,510.0,168.5
1750,198,350.0,405.5
1760,236,310.0,233.0
1760,235,306.0,402.5
1760,234,352.0,227.5
1760,233,563.5,328.5
1760,232,618.0,343.5
1760,229,244.5,460.0
1760,227,485.5,288.5
1760,225,204.0,465.5
1760,222,610.0,444.5
1760,219,263.0,241.0
1760,214,510.5,168.5
1760,198,350.0,405.0
1770,236,309.0,232.5
1770,234,350.5,228.5
1770,233,563.0,328.0
1770,232,616.0,343.5
1770,229,243.5,459.5
1770,227,486.0,288.5
1770,225,204.0,465.5
1770,222,610.0,445.0
1770,219,264.0,238.0
1770,214,511.5,169.0
1770,198,349.0,405.0
1780,241,532.5,261.0
1780,236,307.5,232.5
1780,232,613.5,343.5
1780,229,243.5,459.5
1780,227,486.5,288.5
1780,225,203.5,466.0
1780,222,610.5,445.0
1780,219,265.5,236.5
1780,214,511.5,169.5
1780,198,349.0,404.5
1790,236,306.0,230.5
1790,232,612.0,343.5
1790,229,244.0,460.0
1790,227,487.5,288.5
1790,225,204.0,466.0
1790,222,610.5,444.5
1790,219,265.5,238.5
1790,198,349.0,404.5
1800,236,304.0,233.0
1800,229,244.0,459.5
1800,227,487.5,289.0
1800,225,204.5,466.0
1800,222,615.0,442.5
1800,219,267.0,239.5
1810,236,303.0,233.0
1810,234,343.5,230.5
1810,233,553.5,316.5
1810,229,244.0,459.5
1810,227,486.5,289.5
1810,225,204.0,466.0
1810,222,614.5,440.5
1810,219,267.5,240.0
1820,236,301.0,232.0
1820,234,343.0,229.0
1820,233,554.5,324.5
1820,229,243.5,459.5
1820,227,487.0,289.5
1820,225,204.0,466.0
1820,222,612.0,440.5
1820,219,268.0,240.0
1820,214,520.5,167.5
1830,236,299.0,231.5
1830,234,341.5,226.5
1830,233,554.5,328.0
1830,229,243.5,459.0
1830,227,487.5,289.5
1830,225,204.0,466.0
1830,214,521.5,167.5
1840,236,298.5,232.0
1840,234,340.0,221.0
1840,233,555.0,329.0
1840,229,243.5,459.5
1840,227,488.0,289.5
1840,225,204.5,466.5
1840,214,524.5,167.0
1850,251,318.5,150.0
1850,248,525.0,253.0
1850,247,288.0,323.0
1850,245,608.5,344.5
1850,236,297.5,231.5
1850,234,339.0,218.5
1850,233,555.0,329.0
1850,229,243.5,459.5
1850,227,489.0,290.0
1850,225,204.0,466.5
1850,214,523.5,166.0
1860,251,316.5,149.0
1860,248,525.0,253.0
1860,236,297.5,231.0
1860,234,339.0,217.0
1860,229,243.5,459.5
1860,227,488.0,290.0
1860,225,204.5,466.0
1860,214,522.5,165.5
1870,251,316.0,149.0
1870,248,525.0,252.0
1870,236,296.5,231.5
1870,234,338.5,215.5
1870,229,243.5,459.0
1870,225,204.5,465.5
1870,214,529.5,166.5
1880,253,366.0,362.5
1880,251,316.0,150.0
1880,236,296.0,232.0
1880,234,338.0,214.5
1880,229,243.0,459.0
1880,225,204.5,466.0
1880,219,273.5,225.5
1880,214,535.5,160.5
1890,253,366.0,362.5
1890,251,315.0,149.5
1890,236,294.5,232.0
1890,234,337.0,213.5
1890,229,243.0,459.0
1890,219,273.5,226.5
1900,253,365.5,363.0
1900,251,314.0,150.0
1900,236,294.0,231.0
1900,234,335.0,213.0
1900,229,242.5,459.5
1900,219,274.0,227.0
1910,253,365.5,362.0
1910,234,333.5,213.5
1920,258,217.5,164.5
1920,253,366.0,363.5
1920,234,333.5,216.0
1930,258,220.0,164.5
1930,253,366.0,364.5
1930,234,332.5,219.0
1940,258,221.0,164.5
1940,253,366.0,365.5
1940,236,290.0,233.5
1940,234,331.5,217.5
1940,229,244.0,459.5
1950,260,610.5,446.5
1950,258,223.0,164.0
1950,253,366.0,365.0
1950,234,329.5,220.5
1950,229,243.5,459.0
1960,260,611.0,446.5
1960,253,366.0,366.0
1960,234,328.0,222.0
1960,229,243.0,459.0
1970,260,611.0,446.5
1970,253,365.5,365.5
1970,234,328.0,222.0
1970,229,244.0,459.0
1980,260,611.0,448.5
1980,253,365.5,365.5
1980,234,327.0,222.0
1980,229,244.0,459.0
1990,260,611.0,450.5
1990,253,365.5,366.5
1990,229,244.0,459.0
2000,260,611.0,453.5
2000,253,365.0,366.0
2000,229,244.0,459.0
2010,271,525.0,32.5
2010,253,365.0,366.0
2010,229,244.0,459.0
2020,273,121.0,225.0
2020,253,365.0,367.5
2030,273,121.0,224.5
2040,275,589.0,134.5
2040,273,121.0,225.0
2050,277,237.0,169.0
2050,275,589.5,134.5
2050,273,121.0,225.0
2050,229,246.0,459.0
2060,280,204.0,466.5
2060,277,238.0,168.0
2060,275,588.0,135.0
2060,273,121.0,224.5
2060,253,364.0,368.0
2070,286,126.5,361.5
2070,284,304.0,295.0
2070,283,553.0,156.0
2070,275,588.0,135.0
2070,273,121.0,224.5
2080,286,126.5,361.5
2080,284,304.0,297.0
2080,283,555.0,155.5
2080,273,120.5,224.5
2090,286,126.5,361.0
2090,283,555.5,155.0
2090,273,120.5,225.0
2100,286,126.0,361.5
2100,283,556.0,154.5
2100,273,120.5,225.0
2110,286,125.0,362.0
2110,283,556.0,154.0
2110,273,120.5,225.0
2120,290,204.5,466.5
2120,286,125.0,362.0
2120,283,556.5,154.0
2120,273,120.5,225.0
2130,290,204.5,467.0
2130,287,139.0,226.0
2130,286,125.0,362.0
2130,283,555.5,152.5
2140,291,303.0,303.5
2140,290,204.5,466.5
2140,286,125.0,362.0
2140,283,557.0,151.0
2150,286,125.0,360.5
2150,283,560.0,150.0
2160,283,562.5,149.5
