Timestep,PersonID,X,Y
17950,2348,355.5,455.0
17960,2510,295.0,164.5
17960,2507,328.5,186.5
17960,2506,449.5,277.5
17960,2466,343.0,264.5
17960,2348,356.0,455.0
17970,2510,294.5,166.0
17970,2507,329.5,187.0
17970,2466,342.5,264.5
17970,2348,356.0,455.5
17980,2510,294.0,168.0
17980,2507,331.0,187.5
17980,2466,342.0,264.0
17980,2348,355.5,455.5
17990,2510,294.0,169.0
17990,2507,332.0,187.0
17990,2466,340.0,264.5
18000,2510,292.5,171.0
18000,2507,333.5,189.0
18000,2466,339.5,265.5
18010,2510,291.5,172.0
18010,2507,335.0,189.0
18010,2466,339.5,266.5
18020,2527,371.0,319.5
18020,2519,257.5,368.5
18020,2510,289.0,171.0
18020,2507,336.0,190.0
18020,2495,123.5,364.5
18020,2466,338.5,267.0
18020,2348,355.5,453.0
18030,2531,12.5,322.0
18030,2530,65.5,152.5
18030,2528,99.0,292.5
18030,2527,369.5,318.5
18030,2519,258.5,369.0
18030,2510,288.0,170.5
18030,2507,337.5,190.5
18030,2495,123.5,364.5
18030,2466,337.0,267.5
18040,2531,12.5,323.5
18040,2530,66.0,152.5
18040,2528,97.5,292.0
18040,2527,368.5,318.5
18040,2519,258.5,370.5
18040,2510,286.0,171.5
18040,2507,338.0,190.0
18040,2495,124.0,364.0
18040,2466,333.5,267.0
18050,2530,66.5,152.0
18050,2528,96.0,292.0
18050,2527,366.5,317.5
18050,2519,259.0,372.5
18050,2510,285.5,171.5
18050,2507,339.0,190.0
18050,2495,123.5,363.5
18050,2466,331.5,267.5
18060,2530,65.5,150.5
18060,2528,95.5,291.5
18060,2527,365.5,317.5
18060,2519,259.5,373.0
18060,2510,285.0,172.0
18060,2507,340.5,189.5
18060,2495,124.0,363.5
18060,2466,329.5,267.5
18070,2530,65.0,150.0
18070,2528,93.0,291.0
18070,2527,364.0,316.5
18070,2519,260.5,375.0
18070,2510,284.5,172.5
18070,2507,341.0,189.0
18070,2466,329.0,267.0
18080,2535,434.5,267.5
18080,2530,65.0,149.0
18080,2528,90.5,291.5
18080,2527,362.0,315.5
18080,2519,261.5,377.5
18080,2510,284.5,172.0
18080,2507,342.5,188.5
18080,2466,328.0,267.5
18090,2535,436.0,269.0
18090,2530,64.5,149.0
18090,2528,90.0,291.5
18090,2527,359.5,314.5
18090,2519,262.5,378.5
18090,2510,283.5,174.0
18090,2507,343.5,188.5
18090,2466,327.0,267.0
18100,2535,434.0,266.5
18100,2530,64.5,149.5
18100,2528,94.5,291.5
18100,2527,357.5,314.0
18100,2519,264.0,380.0
18100,2510,282.5,173.5
18100,2507,344.5,188.5
18100,2466,325.0,266.5
18110,2535,434.5,267.5
18110,2530,65.5,149.0
18110,2528,96.5,292.5
18110,2527,356.0,314.0
18110,2519,264.5,380.0
18110,2510,281.5,174.0
18110,2507,345.5,187.5
18110,2466,322.5,265.5
18120,2535,427.0,264.0
18120,2530,66.5,151.5
18120,2528,104.0,293.0
18120,2527,351.0,314.5
18120,2519,266.0,384.0
18120,2510,279.5,173.0
18120,2507,346.0,186.0
18120,2466,327.5,266.0
18130,2547,124.0,362.5
18130,2530,65.5,154.0
18130,2528,106.0,293.0
18130,2527,351.0,314.5
18130,2519,267.5,389.5
18130,2510,277.5,172.0
18130,2507,346.5,185.0
18130,2466,320.5,264.5
18140,2548,246.5,137.0
18140,2547,123.5,362.5
18140,2530,66.0,154.0
18140,2528,107.0,293.0
18140,2527,350.5,313.0
18140,2519,267.5,385.0
18140,2510,275.5,169.5
18140,2507,347.0,184.0
18140,2466,317.5,263.0
18150,2547,123.0,361.5
18150,2528,109.0,294.0
18150,2527,350.0,312.5
18150,2519,268.5,384.0
18150,2507,348.0,185.0
18150,2466,322.5,265.5
18160,2547,123.5,362.5
18160,2535,418.0,263.0
18160,2528,114.0,294.5
18160,2527,349.0,313.0
18160,2519,268.5,386.0
18160,2507,348.5,184.5
18160,2466,315.0,264.0
18170,2550,269.5,413.5
18170,2547,123.5,363.0
18170,2535,415.5,263.5
18170,2528,117.0,296.0
18170,2527,347.5,312.5
18170,2519,269.5,388.0
18170,2507,349.5,185.0
18170,2466,311.0,263.5
18180,2550,269.5,413.5
18180,2547,124.5,364.0
18180,2535,413.5,264.0
18180,2528,120.0,296.5
18180,2527,346.0,310.5
18180,2519,270.5,389.5
18180,2507,350.0,185.5
18180,2466,308.0,262.5
18190,2547,125.0,364.0
18190,2535,413.5,263.5
18190,2528,123.5,304.0
18190,2527,344.0,309.5
18190,2519,270.5,390.0
18190,2507,350.0,185.5
18190,2466,305.5,262.5
18200,2557,237.5,137.5
18200,2554,270.0,165.0
18200,2547,125.0,364.0
18200,2535,411.5,263.5
18200,2528,122.0,308.0
18200,2527,343.0,308.5
18200,2519,271.0,391.0
18200,2507,351.0,186.0
18200,2466,303.5,263.0
18210,2557,236.0,136.5
18210,2554,269.5,164.0
18210,2535,408.5,263.5
18210,2527,341.5,309.0
18210,2519,271.0,390.5
18210,2507,351.0,186.0
18210,2466,303.5,263.0
18220,2557,234.5,138.0
18220,2554,269.5,164.0
18220,2535,407.0,264.0
18220,2527,339.5,308.5
18220,2519,271.0,391.0
18220,2507,351.0,185.5
18220,2466,303.0,262.0
18230,2535,405.5,264.5
18230,2527,338.0,308.0
18230,2519,272.0,391.5
18230,2507,351.0,184.5
18230,2466,301.5,262.0
18240,2547,124.0,364.0
18240,2535,401.5,265.0
18240,2528,129.5,308.0
18240,2507,351.0,187.0
18240,2466,298.0,258.5
18250,2547,125.0,363.5
18250,2535,399.5,266.0
18250,2528,131.0,308.0
18250,2507,350.5,187.5
18250,2466,297.0,259.0
18260,2557,230.5,139.0
18260,2547,126.0,362.0
18260,2535,398.5,266.0
18260,2528,132.0,305.0
18260,2507,351.0,188.0
18260,2466,294.5,259.5
18270,2557,227.0,139.0
18270,2547,126.0,363.0
18270,2535,398.0,266.5
18270,2528,136.5,302.5
18270,2527,334.5,305.5
18270,2507,351.5,188.0
18270,2466,294.0,260.0
18280,2562,613.0,323.0
18280,2557,226.5,140.0
18280,2554,267.5,167.5
18280,2547,126.0,364.0
18280,2535,395.5,266.0
18280,2528,139.5,305.0
18280,2527,333.0,304.5
18280,2507,351.5,188.0
18280,2466,292.0,261.0
18290,2557,222.5,141.0
18290,2554,266.5,166.5
18290,2547,125.0,363.5
18290,2535,394.0,265.5
18290,2527,330.0,301.5
18290,2519,274.0,407.5
18290,2507,351.5,187.5
18290,2466,289.0,259.5
18300,2566,221.5,284.0
18300,2557,220.5,141.5
18300,2547,124.0,363.0
18300,2535,392.5,266.0
18300,2527,328.5,297.5
18300,2519,274.5,408.5
18300,2507,351.5,186.5
18300,2466,287.0,260.5
18310,2557,218.0,141.0
18310,2547,123.5,363.0
18310,2527,327.5,295.5
18310,2519,271.0,407.5
18310,2507,351.5,187.0
18310,2466,286.0,259.0
18320,2557,218.0,141.5
18320,2547,123.0,363.5
18320,2527,326.0,294.0
18320,2519,274.0,409.5
18320,2507,351.5,187.5
18320,2466,283.5,260.5
18330,2557,217.5,140.0
18330,2547,124.0,364.0
18330,2519,275.5,411.5
18330,2466,280.5,261.0
18340,2557,216.5,138.5
18340,2547,124.0,364.0
18340,2519,275.5,411.5
18340,2466,277.5,261.0
18350,2557,216.0,138.0
18350,2547,123.5,364.5
18350,2519,275.5,411.5
18350,2466,278.0,261.0
18360,2568,265.0,163.5
18360,2557,217.5,135.0
18360,2547,124.5,366.5
18360,2527,320.5,293.0
18360,2519,279.0,410.5
18360,2507,352.0,188.5
18360,2466,274.5,262.0
18370,2568,265.0,163.0
18370,2557,215.0,134.5
18370,2547,125.0,369.5
18370,2527,319.0,294.5
18370,2507,352.0,189.0
18370,2466,275.0,262.5
18380,2571,70.0,153.0
18380,2568,264.5,162.5
18380,2557,213.5,134.5
18380,2547,125.0,370.5
18380,2527,317.0,293.0
18380,2507,352.0,189.0
18380,2466,275.0,262.5
18390,2573,99.5,144.0
18390,2572,279.0,427.0
18390,2571,70.5,153.5
18390,2568,264.5,162.0
18390,2557,211.0,134.0
18390,2547,125.0,368.5
18390,2527,316.0,291.5
18390,2507,352.0,189.0
18390,2466,270.5,262.0
18400,2576,202.0,283.5
18400,2573,99.5,144.5
18400,2572,283.0,433.0
18400,2571,71.0,153.5
18400,2568,264.5,162.0
18400,2557,210.5,134.5
18400,2547,125.0,367.0
18400,2527,315.0,290.0
18400,2507,352.0,189.0
18400,2466,267.5,262.5
18410,2576,200.5,282.0
18410,2575,172.0,317.5
18410,2573,99.5,145.0
18410,2572,286.0,439.5
18410,2571,70.0,152.5
18410,2568,263.5,161.5
18410,2557,209.5,134.5
18410,2547,125.0,367.0
18410,2527,313.0,289.5
18410,2507,352.0,189.0
18410,2466,265.5,261.5
18420,2580,414.5,293.0
18420,2579,371.5,251.0
18420,2575,177.5,318.0
18420,2573,99.5,144.0
18420,2572,286.0,438.0
18420,2571,70.0,152.0
18420,2568,260.5,162.5
18420,2557,210.0,134.0
18420,2547,125.0,369.0
18420,2527,311.5,288.0
18420,2507,351.5,189.0
18420,2466,263.5,258.0
18430,2580,412.5,291.0
18430,2579,370.0,251.5
18430,2575,178.0,318.5
18430,2573,100.0,144.0
18430,2572,287.0,436.5
18430,2571,69.5,152.5
18430,2568,260.0,162.0
18430,2557,210.5,134.5
18430,2547,125.0,367.5
18430,2527,310.0,287.0
18430,2507,351.5,189.0
18430,2466,261.0,258.5
18440,2580,413.0,289.0
18440,2579,372.0,251.0
18440,2575,178.5,318.0
18440,2573,100.0,143.0
18440,2572,288.0,440.5
18440,2571,69.5,151.5
18440,2568,259.0,162.5
18440,2557,209.5,134.5
18440,2547,125.0,366.0
18440,2527,309.5,288.0
18440,2507,351.5,189.0
18440,2466,258.0,259.0
18450,2580,416.0,287.5
18450,2579,369.0,248.5
18450,2573,100.0,143.0
18450,2571,69.0,152.0
18450,2568,258.5,162.5
18450,2557,208.5,135.0
18450,2547,125.0,365.5
18450,2527,308.5,286.5
18450,2507,351.0,189.0
18450,2466,255.5,257.5
18460,2579,367.0,247.0
18460,2573,99.5,144.0
18460,2571,69.0,153.5
18460,2568,258.5,163.5
18460,2547,124.5,365.5
18460,2527,307.5,287.5
18460,2507,351.5,188.5
18460,2466,253.5,258.0
18470,2579,365.5,246.0
18470,2573,99.5,141.5
18470,2571,72.0,154.5
18470,2547,124.0,366.0
18470,2527,305.0,288.5
18470,2507,351.0,189.0
18470,2466,251.5,259.5
18480,2571,67.5,153.0
18480,2547,123.5,369.5
18480,2527,304.5,288.5
18480,2507,351.5,188.0
18480,2466,249.0,260.0
18490,2571,66.5,153.0
18490,2547,122.5,367.0
18490,2527,302.5,288.5
18490,2507,352.0,188.0
18490,2466,246.0,260.5
18500,2571,66.0,153.0
18500,2568,256.0,164.0
18500,2547,122.5,365.0
18500,2527,300.0,288.5
18500,2507,352.0,187.0
18500,2466,244.5,261.5
18510,2585,580.0,325.5
18510,2584,67.5,22.0
18510,2571,66.0,152.0
18510,2568,255.5,165.0
18510,2547,122.0,365.0
18510,2527,298.0,287.0
18510,2507,352.0,186.0
18510,2466,243.5,260.5
18520,2584,67.5,21.0
18520,2571,66.0,152.5
18520,2568,255.5,164.5
18520,2547,122.0,364.5
18520,2527,295.0,287.0
18520,2507,352.5,186.0
18520,2466,242.0,261.5
18530,2584,67.5,20.5
18530,2571,66.0,152.5
18530,2568,255.5,163.5
18530,2547,122.0,364.5
18530,2527,295.0,287.5
18530,2507,352.0,186.0
18530,2466,239.5,261.0
18540,2587,623.0,345.5
18540,2571,66.0,152.5
18540,2568,255.0,164.5
18540,2547,122.0,364.5
18540,2527,294.0,286.5
18540,2507,351.5,186.5
18540,2466,245.5,262.5
18550,2587,624.5,346.0
18550,2571,66.0,153.0
18550,2568,254.5,164.5
18550,2547,122.0,368.0
18550,2527,293.5,285.0
18550,2507,350.5,185.5
18550,2466,238.5,261.0
18560,2587,624.5,346.5
18560,2571,66.0,153.0
18560,2568,253.5,163.5
18560,2547,122.0,370.0
18560,2466,234.5,260.5
18570,2593,585.0,338.5
18570,2587,626.0,348.0
18570,2571,65.5,153.0
18570,2568,253.5,164.5
18570,2547,122.0,367.0
18570,2466,232.5,260.5
18580,2593,583.5,341.0
18580,2587,627.5,347.0
18580,2571,66.5,153.5
18580,2568,253.0,165.5
18580,2547,123.0,366.0
18580,2466,230.0,261.0
18590,2593,584.5,342.5
18590,2587,628.0,349.0
18590,2571,67.0,153.5
18590,2568,253.0,164.5
18590,2547,123.0,366.5
18590,2527,288.0,282.5
18590,2466,228.0,263.0
18600,2593,588.0,344.0
18600,2587,628.0,349.0
18600,2571,66.5,153.5
18600,2568,252.0,163.5
18600,2547,123.0,368.0
18600,2527,286.0,283.5
18600,2466,224.0,266.0
18610,2596,338.5,249.0
18610,2593,588.5,344.5
18610,2587,628.5,353.5
18610,2571,66.0,153.5
18610,2547,123.5,368.5
18610,2527,284.0,283.5
18610,2466,222.5,268.0
18620,2601,291.5,430.5
18620,2599,261.0,440.0
18620,2598,163.5,279.5
18620,2597,227.5,332.5
18620,2596,339.0,248.5
18620,2571,66.5,154.0
18620,2547,123.5,369.5
18620,2527,283.0,283.5
18620,2466,219.0,271.0
18630,2604,346.5,188.5
18630,2601,292.0,430.5
18630,2598,162.0,278.0
18630,2597,230.5,333.5
18630,2596,336.5,248.5
18630,2571,67.0,154.0
18630,2547,123.0,369.5
18630,2527,281.5,282.5
18630,2466,217.0,273.0
18640,2601,292.5,430.5
18640,2598,161.5,278.5
18640,2597,234.5,335.0
18640,2596,334.0,249.0
18640,2571,68.0,154.0
18640,2568,252.0,162.0
18640,2547,123.5,369.0
18640,2527,280.5,279.5
18640,2466,217.0,275.0
18650,2602,376.5,247.0
18650,2601,293.5,430.5
18650,2598,159.5,277.0
18650,2597,236.0,336.0
18650,2596,333.0,248.0
18650,2571,69.5,154.0
18650,2568,252.5,161.5
18650,2547,123.5,369.0
18650,2527,279.5,278.0
18650,2466,220.0,276.0
18660,2602,380.0,246.0
18660,2601,294.0,430.5
18660,2599,262.0,441.0
18660,2598,158.0,279.0
18660,2597,238.0,335.0
18660,2596,331.5,246.5
18660,2571,70.0,154.0
18660,2568,253.0,161.0
18660,2547,123.5,369.0
18660,2527,279.0,276.0
18660,2466,220.0,277.0
18670,2602,379.5,246.0
18670,2601,300.5,435.5
18670,2599,261.5,441.5
18670,2598,156.5,279.0
18670,2597,241.5,335.0
18670,2596,329.0,244.0
18670,2571,72.0,154.0
18670,2568,253.0,161.0
18670,2547,123.5,369.0
18670,2527,277.5,274.0
18670,2466,215.0,277.0
18680,2607,186.5,117.5
18680,2602,379.0,245.0
18680,2601,304.5,437.5
18680,2599,261.5,442.0
18680,2598,154.5,279.0
18680,2597,245.5,333.5
18680,2596,327.5,243.0
18680,2571,73.0,154.0
18680,2568,252.0,160.5
18680,2547,123.5,368.0
18680,2527,276.5,273.0
18680,2466,212.0,277.5
18690,2607,186.0,116.0
18690,2602,378.0,245.0
18690,2601,304.5,437.5
18690,2598,154.0,277.5
18690,2597,248.5,337.0
18690,2596,325.5,242.0
18690,2571,72.5,153.5
18690,2568,252.5,160.5
18690,2547,123.0,367.5
18690,2527,275.0,271.5
18690,2466,210.0,278.0
18700,2607,184.5,115.5
18700,2602,375.0,243.0
18700,2601,302.0,437.5
18700,2598,153.0,276.5
18700,2597,252.0,340.5
18700,2596,322.5,242.0
18700,2568,253.0,160.5
18700,2547,124.0,367.0
18700,2527,274.0,270.5
18700,2466,210.0,277.5
18710,2613,352.5,183.5
18710,2607,184.0,114.5
18710,2602,372.0,242.0
18710,2597,259.0,342.5
18710,2596,320.5,240.0
18710,2568,253.0,160.5
18710,2547,124.0,368.5
18710,2527,273.0,270.0
18710,2466,211.0,277.0
18720,2607,188.5,111.0
18720,2599,259.0,442.5
18720,2597,260.0,341.5
18720,2596,319.0,241.0
18720,2568,254.0,160.5
18720,2547,122.5,368.0
18720,2527,272.5,269.0
18720,2466,207.5,277.5
18730,2607,190.5,109.0
18730,2599,259.0,443.0
18730,2597,262.5,342.0
18730,2596,322.5,243.0
18730,2568,254.0,160.5
18730,2547,122.5,368.0
18730,2527,270.5,268.5
18730,2466,204.5,277.0
18740,2607,190.5,107.5
18740,2601,310.5,437.0
18740,2599,259.0,443.0
18740,2597,265.0,341.0
18740,2596,317.5,241.0
18740,2568,254.0,160.5
18740,2547,122.0,369.5
18740,2527,269.5,268.5
18740,2466,203.0,277.5
18750,2618,63.5,156.0
18750,2607,190.5,108.0
18750,2599,259.0,443.0
18750,2597,268.0,340.5
18750,2596,315.0,238.5
18750,2568,254.0,160.0
18750,2547,122.0,369.0
18750,2527,268.0,267.5
18750,2466,201.5,278.0
18760,2618,63.5,155.5
18760,2607,190.5,107.0
18760,2599,259.5,443.0
18760,2597,268.5,342.0
18760,2596,313.0,238.0
18760,2568,254.0,160.5
18760,2547,122.0,368.5
18760,2527,266.5,268.0
18760,2466,199.0,279.0
18770,2618,64.0,155.5
18770,2597,271.0,341.0
18770,2596,319.0,241.5
18770,2568,254.0,161.0
18770,2547,122.0,367.5
18770,2527,265.5,268.5
18770,2466,196.5,280.5
18780,2622,592.0,349.5
18780,2601,312.0,437.0
18780,2597,274.5,341.5
18780,2596,320.5,242.0
18780,2568,254.0,161.5
18780,2547,123.5,369.5
18780,2527,264.5,267.5
18780,2466,197.0,281.5
18790,2623,340.5,183.5
18790,2622,591.0,353.0
18790,2601,312.0,437.0
18790,2597,276.0,342.5
18790,2568,253.5,162.0
18790,2547,123.0,367.5
18790,2527,263.0,265.5
18790,2466,196.5,282.5
18800,2623,339.5,183.0
18800,2622,592.5,356.5
18800,2601,312.0,437.0
18800,2597,279.0,343.0
18800,2568,253.5,162.5
18800,2547,123.5,369.0
18800,2527,262.0,266.0
18800,2466,194.5,282.5
18810,2625,307.0,237.5
18810,2623,339.0,183.0
18810,2622,594.0,356.5
18810,2601,312.0,437.0
18810,2597,282.0,342.0
18810,2568,253.5,162.5
18810,2547,123.5,367.5
18810,2527,261.0,266.5
18810,2466,194.5,283.5
18820,2628,581.0,211.0
18820,2627,42.5,193.0
18820,2623,339.0,181.5
18820,2601,312.5,437.0
18820,2597,284.5,343.0
18820,2596,315.5,242.0
18820,2568,253.5,162.5
18820,2547,124.0,367.0
18820,2527,259.5,267.0
18820,2466,190.5,283.5
18830,2633,564.0,139.5
18830,2631,64.5,153.0
18830,2627,41.0,193.0
18830,2623,338.5,180.0
18830,2601,313.0,436.5
18830,2597,287.0,342.5
18830,2568,253.5,162.5
18830,2527,258.0,266.5
18830,2466,187.0,283.5
18840,2633,564.5,139.5
18840,2631,64.5,154.5
18840,2629,264.5,442.5
18840,2627,42.0,191.5
18840,2623,338.0,184.0
18840,2601,303.5,436.0
18840,2568,253.5,161.0
18840,2527,255.5,266.5
18840,2466,184.0,283.5
18850,2633,565.0,139.5
18850,2629,262.5,443.0
18850,2627,43.5,191.5
18850,2625,305.0,244.5
18850,2623,337.0,185.0
18850,2601,300.0,435.0
18850,2568,253.5,161.0
18850,2527,253.0,266.5
18850,2466,187.5,283.0
18860,2633,565.0,140.0
18860,2629,262.0,443.5
18860,2627,43.5,191.5
18860,2625,305.0,246.0
18860,2601,298.5,433.0
18860,2568,253.5,161.0
18860,2547,123.0,365.0
18860,2527,252.0,266.5
18860,2466,187.0,282.5
18870,2633,565.0,141.0
18870,2629,262.0,443.5
18870,2625,301.5,248.0
18870,2601,298.5,435.0
18870,2597,302.5,353.0
18870,2568,254.0,160.5
18870,2547,123.5,365.0
18870,2527,251.5,266.5
18870,2466,181.0,282.5
18880,2633,564.5,140.0
18880,2629,261.5,443.5
18880,2625,298.0,249.0
18880,2601,298.0,433.0
18880,2597,303.0,347.5
18880,2568,254.0,160.0
18880,2547,123.5,365.0
18880,2527,250.5,266.0
18880,2466,177.5,283.0
18890,2641,503.0,92.0
18890,2633,564.5,140.0
18890,2629,261.5,443.0
18890,2625,299.5,250.0
18890,2601,298.0,432.5
18890,2597,306.0,347.0
18890,2568,254.5,160.0
18890,2547,123.5,365.0
18890,2527,250.5,265.5
18890,2466,175.0,284.5
18900,2641,502.0,91.5
18900,2633,565.0,140.0
18900,2629,261.5,443.5
18900,2625,299.0,251.0
18900,2601,298.0,432.0
18900,2597,311.0,349.0
18900,2568,254.5,160.5
18900,2547,123.0,365.0
18900,2527,248.5,265.0
18900,2466,175.0,287.5
18910,2641,502.0,92.0
18910,2633,564.5,139.0
18910,2629,262.0,443.0
18910,2625,298.5,252.0
18910,2601,298.0,431.5
18910,2597,313.0,350.5
18910,2568,254.5,160.0
18910,2547,123.0,364.5
18910,2527,246.0,264.5
18910,2466,174.0,288.0
18920,2641,502.5,91.5
18920,2633,564.5,139.0
18920,2629,262.0,443.0
18920,2625,296.5,252.0
18920,2601,297.5,431.5
18920,2597,314.5,352.0
18920,2568,254.5,160.0
18920,2547,123.0,364.5
18920,2527,244.5,264.5
18920,2466,171.5,288.5
18930,2647,128.5,279.5
18930,2641,504.0,91.5
18930,2629,262.0,443.0
18930,2601,297.5,431.0
18930,2597,316.5,351.5
18930,2568,254.5,159.5
18930,2547,123.5,364.5
18930,2527,242.5,264.0
18930,2466,171.5,289.5
18940,2646,608.0,380.0
18940,2641,504.5,92.0
18940,2629,262.0,443.0
18940,2601,298.0,431.0
18940,2568,254.5,159.5
18940,2547,123.5,365.0
18940,2527,241.5,265.0
18940,2466,171.0,289.0
18950,2649,309.5,435.5
18950,2646,608.5,381.0
18950,2641,504.0,92.0
18950,2629,262.0,443.0
18950,2601,298.0,431.0
18950,2568,254.5,159.5
18950,2547,123.5,365.0
18950,2527,239.5,264.0
18950,2466,178.0,291.0
18960,2646,610.0,381.0
18960,2641,505.5,91.5
18960,2629,262.5,442.0
18960,2625,285.0,253.5
18960,2601,298.0,431.0
18960,2568,255.0,161.0
18960,2547,124.0,368.0
18960,2527,237.5,262.0
18960,2466,175.5,292.0
18970,2647,130.0,287.5
18970,2646,611.0,381.5
18970,2641,506.5,91.5
18970,2629,263.0,442.0
18970,2625,283.0,253.0
18970,2601,298.0,431.5
18970,2568,254.5,160.5
18970,2547,125.0,369.0
18970,2527,236.5,262.0
18970,2466,168.5,292.5
18980,2652,333.0,192.5
18980,2647,130.5,285.5
18980,2646,611.0,388.5
18980,2641,507.0,92.0
18980,2629,263.0,442.0
18980,2625,282.0,254.5
18980,2601,298.0,431.5
18980,2568,255.5,161.0
18980,2547,125.0,369.0
18980,2527,235.0,261.5
18980,2466,165.0,292.0
18990,2658,565.5,139.0
18990,2654,14.0,333.0
18990,2647,135.5,290.5
18990,2646,611.5,392.0
18990,2641,507.5,92.0
18990,2629,263.0,442.0
18990,2625,280.5,253.5
18990,2601,299.5,434.5
18990,2568,255.5,162.0
18990,2547,125.0,369.5
18990,2527,233.5,261.0
18990,2466,169.5,293.0
19000,2658,567.0,139.5
19000,2654,13.5,333.5
19000,2647,135.5,292.5
19000,2646,612.5,392.5
19000,2641,507.5,92.5
19000,2629,263.0,442.0
19000,2625,279.0,254.0
19000,2601,298.5,433.0
19000,2568,255.0,163.0
19000,2547,125.0,369.5
19000,2527,232.0,261.0
19000,2466,164.0,293.0
19010,2658,568.0,139.5
19010,2654,13.5,333.5
19010,2647,133.0,292.5
19010,2646,613.5,394.0
19010,2641,508.0,93.0
19010,2629,263.5,441.5
19010,2625,277.0,254.5
19010,2601,298.5,432.0
19010,2568,254.5,163.5
19010,2547,125.0,370.5
19010,2527,230.5,262.0
19010,2466,161.0,293.0
19020,2658,568.5,139.0
19020,2647,134.0,293.0
19020,2641,506.5,93.0
19020,2629,263.5,442.0
19020,2625,276.0,255.5
19020,2601,298.5,432.0
19020,2568,254.5,165.0
19020,2547,124.5,370.0
19020,2527,229.0,262.0
19020,2466,159.0,293.0
19030,2647,133.5,293.0
19030,2629,263.5,442.0
19030,2625,274.5,255.0
19030,2601,299.5,435.0
19030,2568,254.0,165.5
19030,2547,125.0,369.5
19030,2527,228.0,262.5
19030,2466,158.5,292.0
19040,2647,129.5,293.5
19040,2629,263.5,442.0
19040,2625,272.5,258.0
19040,2601,298.5,433.0
19040,2568,254.0,165.5
19040,2547,124.5,372.0
19040,2527,226.0,262.5
19040,2466,158.0,292.5
19050,2668,350.5,357.5
19050,2647,133.5,290.0
19050,2629,263.5,442.5
19050,2625,271.0,259.0
19050,2601,300.0,435.5
19050,2568,253.5,165.0
19050,2547,124.5,373.0
19050,2527,224.5,261.0
19050,2466,156.5,289.5
19060,2668,354.5,358.5
19060,2647,135.0,288.0
19060,2629,264.0,442.5
19060,2625,275.0,260.0
19060,2601,299.0,433.0
19060,2568,253.5,165.0
19060,2547,124.5,373.5
19060,2527,222.5,261.0
19060,2466,155.5,288.0
19070,2668,359.0,357.0
19070,2647,136.0,286.0
19070,2629,264.0,442.5
19070,2625,269.5,261.0
19070,2601,299.5,435.5
19070,2568,253.5,165.0
19070,2547,124.5,374.0
19070,2527,221.0,260.5
19070,2466,154.5,287.0
19080,2668,363.5,354.0
19080,2629,263.0,444.0
19080,2625,267.0,262.0
19080,2601,298.0,433.5
19080,2547,125.0,371.5
19080,2527,219.0,260.5
19080,2466,152.5,289.5
19090,2674,618.0,407.5
19090,2629,262.5,445.0
19090,2625,268.5,262.5
19090,2601,298.0,433.0
19090,2547,124.5,370.5
19090,2527,217.0,259.5
19090,2466,151.0,290.0
19100,2674,618.0,409.5
19100,2629,262.5,445.5
19100,2625,262.5,262.5
19100,2601,298.0,433.0
19100,2547,124.5,370.0
19100,2527,215.0,258.5
19100,2466,150.5,288.0
19110,2674,618.5,411.0
19110,2671,452.0,188.0
19110,2647,115.5,277.0
19110,2629,262.5,445.5
19110,2625,259.5,262.5
19110,2601,298.0,432.5
19110,2568,254.0,163.5
19110,2547,124.5,369.5
19110,2527,213.5,255.5
19110,2466,149.5,285.0
19120,2680,17.5,339.5
19120,2674,618.0,411.0
19120,2647,115.5,279.0
19120,2629,262.5,445.5
19120,2625,256.5,263.0
19120,2601,297.5,432.5
19120,2568,254.0,163.5
19120,2547,124.5,369.5
19120,2527,212.5,257.5
19120,2466,147.5,283.5
19130,2683,3.5,72.5
19130,2680,17.5,341.5
19130,2674,618.0,412.0
19130,2647,113.5,277.0
19130,2629,262.5,445.5
19130,2625,253.5,263.0
19130,2601,297.5,432.5
19130,2568,254.0,163.0
19130,2547,124.0,369.0
19130,2527,211.0,258.5
19130,2466,146.0,281.0
19140,2685,377.5,357.5
19140,2680,15.0,350.5
19140,2647,112.5,277.0
19140,2629,262.0,445.5
19140,2625,252.0,263.0
19140,2601,297.5,432.5
19140,2568,254.0,162.5
19140,2547,124.0,369.5
19140,2527,210.0,259.5
19140,2466,144.0,280.5
19150,2688,401.0,275.5
19150,2685,381.5,356.5
19150,2680,16.0,346.0
19150,2671,441.0,195.5
19150,2647,111.5,277.0
19150,2629,262.0,445.5
19150,2625,250.0,263.0
19150,2601,297.5,432.0
19150,2568,254.5,162.5
19150,2547,124.0,370.5
19150,2527,209.0,260.5
19150,2466,142.5,279.5
19160,2688,398.5,277.0
19160,2685,385.0,355.5
19160,2680,17.0,344.5
19160,2647,108.0,275.0
19160,2629,262.0,445.5
19160,2625,248.5,262.5
19160,2601,298.0,432.0
19160,2568,254.5,162.0
19160,2547,124.0,371.5
19160,2527,207.0,260.0
19160,2466,141.5,279.0
19170,2688,396.5,279.5
19170,2685,392.0,357.0
19170,2647,109.0,276.0
19170,2629,262.0,445.5
19170,2625,242.0,262.5
19170,2601,298.0,432.0
19170,2568,254.0,162.0
19170,2547,124.0,370.0
19170,2527,204.5,259.5
19170,2466,140.5,279.0
19180,2685,394.0,355.5
19180,2647,107.0,274.5
19180,2629,262.5,445.5
19180,2625,239.0,263.0
19180,2601,298.0,431.5
